name,description,chunks
Индиана Джонс: В поисках утраченного ковчега,"известный археолог испециалист пооккультным наукам доктор джонс получает опасное задание отправительства сша. ондолжен отправиться напоиски уникальной реликвии—священного ковчега. ноиндиана ине подозревает, чтоаналогичный приказ ужеполучили тайные агенты адольфа гитлера.","Индиана Джонс: В поисках утраченного ковчега: известный археолог испециалист пооккультным наукам доктор джонс получает опасное задание отправительства сша. ондолжен отправиться напоиски уникальной реликвии—священного ковчега. ноиндиана ине подозревает, чтоаналогичный приказ ужеполучили тайные агенты адольфа гитлера."
Лабиринт Фавна,"испания, 1944 год. группа повстанцев сражается с фашистами в горных лесах северной наварры. офелия — 10-летняя одинокая и мечтательная девочка — переезжает со своей беременной матерью кармен в военный лагерь отчима, капитана видаля. видаль — высокомерный и жестокий офицер армии франко, который должен очистить район от повстанцев любой ценой. офелия, увлеченная волшебными сказками, обнаруживает старинный заброшенный лабиринт неподалеку от дома.фея проводит ее в центр лабиринта, где она встречает фавна, хозяина подземелья. фавн утверждает, что знает её истинную судьбу и её тайное предназначение. оказывается офелия — пропавшая принцесса волшебного королевства, которую многие века разыскивает ее отец. фавн предлагает ей возможность вернуться в волшебное королевство. но для начала она должна пройти три испытания до наступления полнолуния. никто не должен узнать об этом.","испания, 1944 год. группа повстанцев сражается с фашистами в горных лесах северной наварры. офелия — 10-летняя одинокая и мечтательная девочка — переезжает со своей беременной матерью кармен в военный лагерь отчима, капитана видаля. видаль — высокомерный и жестокий офицер армии франко, который должен очистить район от повстанцев любой ценой. офелия, увлеченная волшебными сказками, обнаруживает старинный заброшенный лабиринт неподалеку от дома."
Лабиринт Фавна,"испания, 1944 год. группа повстанцев сражается с фашистами в горных лесах северной наварры. офелия — 10-летняя одинокая и мечтательная девочка — переезжает со своей беременной матерью кармен в военный лагерь отчима, капитана видаля. видаль — высокомерный и жестокий офицер армии франко, который должен очистить район от повстанцев любой ценой. офелия, увлеченная волшебными сказками, обнаруживает старинный заброшенный лабиринт неподалеку от дома.фея проводит ее в центр лабиринта, где она встречает фавна, хозяина подземелья. фавн утверждает, что знает её истинную судьбу и её тайное предназначение. оказывается офелия — пропавшая принцесса волшебного королевства, которую многие века разыскивает ее отец. фавн предлагает ей возможность вернуться в волшебное королевство. но для начала она должна пройти три испытания до наступления полнолуния. никто не должен узнать об этом.","офелия, увлеченная волшебными сказками, обнаруживает старинный заброшенный лабиринт неподалеку от дома. фея проводит ее в центр лабиринта, где она встречает фавна, хозяина подземелья. фавн утверждает, что знает её истинную судьбу и её тайное предназначение. оказывается офелия — пропавшая принцесса волшебного королевства, которую многие века разыскивает ее отец. фавн предлагает ей возможность вернуться в волшебное королевство. но для начала она должна пройти три испытания до наступления полнолуния."
Малавита,"что вы знаете о своих соседях? особенно о тех, которые заявляются среди ночи… так, однажды на тихой улочке провинциального французского городка поселился писатель по фамилии блейк, со своим семейством и собакой малавитой. на этом многовековое спокойствие города закончилось.  почему сгорел местный супермаркет? чем рискует медлительный водопроводчик? что лежит в рюкзаке у милого парня в бежевых бриджах?кто бы мог представить, что на самом деле мистер блейк – бывший глава мафии, которого власти прячут здесь от преследования. и вот в городок приезжают люди «коза ностры»...","что вы знаете о своих соседях? особенно о тех, которые заявляются среди ночи… так, однажды на тихой улочке провинциального французского городка поселился писатель по фамилии блейк, со своим семейством и собакой малавитой. на этом многовековое спокойствие города закончилось."
Малавита,"что вы знаете о своих соседях? особенно о тех, которые заявляются среди ночи… так, однажды на тихой улочке провинциального французского городка поселился писатель по фамилии блейк, со своим семейством и собакой малавитой. на этом многовековое спокойствие города закончилось.  почему сгорел местный супермаркет? чем рискует медлительный водопроводчик? что лежит в рюкзаке у милого парня в бежевых бриджах?кто бы мог представить, что на самом деле мистер блейк – бывший глава мафии, которого власти прячут здесь от преследования. и вот в городок приезжают люди «коза ностры»...","Малавита: на этом многовековое спокойствие города закончилось. почему сгорел местный супермаркет? чем рискует медлительный водопроводчик? что лежит в рюкзаке у милого парня в бежевых бриджах?кто бы мог представить, что на самом деле мистер блейк – бывший глава мафии, которого власти прячут здесь от преследования. и вот в городок приезжают люди «коза ностры»."
Ночная смена,"макс теряет работу на заводе и, чтобы прокормить семью, вынужден согласиться на неожиданное предложение бывшей одноклассницы – поработать стриптизером. скрывая новую профессию от жены ани, макс попадает в массу удивительных и нелепых ситуаций и в итоге теряет доверие любимой женщины. стремясь вернуть мир и гармонию в семью, он обращается за помощью к коллегам из стрип-клуба, что и вовсе приводит к веселому хаосу...","Ночная смена: макс теряет работу на заводе и, чтобы прокормить семью, вынужден согласиться на неожиданное предложение бывшей одноклассницы – поработать стриптизером. скрывая новую профессию от жены ани, макс попадает в массу удивительных и нелепых ситуаций и в итоге теряет доверие любимой женщины. стремясь вернуть мир и гармонию в семью, он обращается за помощью к коллегам из стрип-клуба, что и вовсе приводит к веселому хаосу."
Заводной апельсин,"безжалостный лидер банды подростков, совершающей убийства иизнасилования, попадает втюрьму иподвергается специальной обработке поподавлению подсознательного стремления кнасилию. ножизнь заворотами тюрьмы такова, чтомеры, принятые по«исправлению жестокости характера», немогут ничего изменить.","Заводной апельсин: безжалостный лидер банды подростков, совершающей убийства иизнасилования, попадает втюрьму иподвергается специальной обработке поподавлению подсознательного стремления кнасилию. ножизнь заворотами тюрьмы такова, чтомеры, принятые по«исправлению жестокости характера», немогут ничего изменить."
Отец,"энтони ужедалеко немолод иживет один влондонской квартире. онсчитает, чтопрекрасно справляется совсем сам, ипомощь емуне нужна, ноего дочь эннпротивоположного мнения. онасобралась переезжать впариж ихочет найти отцу сиделку. энтони упирается всеми возможными способами, нов егоквартире начинают происходить странности—в гостиной оказывается посторонний мужчина, дочь вдруг меняет внешность, икуда-то постоянно пропадают любимые часы.","Отец: энтони ужедалеко немолод иживет один влондонской квартире. онсчитает, чтопрекрасно справляется совсем сам, ипомощь емуне нужна, ноего дочь эннпротивоположного мнения. онасобралась переезжать впариж ихочет найти отцу сиделку. энтони упирается всеми возможными способами, нов егоквартире начинают происходить странности—в гостиной оказывается посторонний мужчина, дочь вдруг меняет внешность, икуда-то постоянно пропадают любимые часы."
Мегамозг,"мегамозг – самый гениальный и самый неудачливый злодей в мире. вот уже много лет он пытается покорить метро-сити самыми разнообразными способами. но каждая такая попытка кончается провалом по вине супергероя по имени метро-мэн. но злодей убивает супергероя, и внезапно мегамозг лишается цели в жизни. суперзлодей без супергероя.единственный выход – создать нового супергероя, которого он называет титаном. но титан решает, что быть злодеем куда интереснее. вот только ему не хочется править миром, он желает его уничтожить. мегамозгу предстоит непростой выбор. сможет ли злой гений стать героем – спасителем человечества.","мегамозг – самый гениальный и самый неудачливый злодей в мире. вот уже много лет он пытается покорить метро-сити самыми разнообразными способами. но каждая такая попытка кончается провалом по вине супергероя по имени метро-мэн. но злодей убивает супергероя, и внезапно мегамозг лишается цели в жизни. суперзлодей без супергероя. единственный выход – создать нового супергероя, которого он называет титаном. но титан решает, что быть злодеем куда интереснее."
Иллюзия контроля,"с самого детства виктор прекрасно манипулировал другими всобственных интересах. современем этаспособность начинает позволять емуконтролировать инаправлять крупные финансовые потоки винтересах своих клиентов. нооднажды онобнаруживает, чтовсю свою жизнь, ссамого детства, являлся марионеткой вчьей-то весьма тонко продуманной игре. пытаясь выяснить, ктоза этим стоит, виктор открывает длясебя новые, сложно распознаваемые технологии воздействия насознание человека.","Иллюзия контроля: с самого детства виктор прекрасно манипулировал другими всобственных интересах. современем этаспособность начинает позволять емуконтролировать инаправлять крупные финансовые потоки винтересах своих клиентов. нооднажды онобнаруживает, чтовсю свою жизнь, ссамого детства, являлся марионеткой вчьей-то весьма тонко продуманной игре. пытаясь выяснить, ктоза этим стоит, виктор открывает длясебя новые, сложно распознаваемые технологии воздействия насознание человека."
Дорога,"на землю обрушились чудовищные катаклизмы, цивилизация уничтожена, как и практически вся жизнь на планете. оставшееся человечество разделилось на каннибалов и их добычу. по дороге, покрытой пеплом, идут отец с сыном. они хотят добраться до теплых мест, чтобы выжить...","Дорога: на землю обрушились чудовищные катаклизмы, цивилизация уничтожена, как и практически вся жизнь на планете. оставшееся человечество разделилось на каннибалов и их добычу. по дороге, покрытой пеплом, идут отец с сыном. они хотят добраться до теплых мест, чтобы выжить."
Без меня,"две девушки, любившие одного мужчину, после его гибели получают сообщения, автором которых может быть только он.  в надежде на чудо им вдвоем предстоит отправиться в путь, который прокладывают его подсказки, чтобы открыть тайну, стоящую за загадочными посланиями.","Без меня: две девушки, любившие одного мужчину, после его гибели получают сообщения, автором которых может быть только он. в надежде на чудо им вдвоем предстоит отправиться в путь, который прокладывают его подсказки, чтобы открыть тайну, стоящую за загадочными посланиями."
Последний рубеж,"фил брокер - бывший агент из отдела борьбы с наркотиками. фил переезжает в небольшой город вместе с семьей в надежде забыть прошлое. но он узнает, что город только со стороны кажется тихим и спокойным местом, на самом деле он кишит насилием, наркотиками, а всем этим заправляет злодей по кличке аллигатор...","Последний рубеж: фил брокер - бывший агент из отдела борьбы с наркотиками. фил переезжает в небольшой город вместе с семьей в надежде забыть прошлое. но он узнает, что город только со стороны кажется тихим и спокойным местом, на самом деле он кишит насилием, наркотиками, а всем этим заправляет злодей по кличке аллигатор."
Мир! Дружба! Жвачка!,"1993 год. 14-летний санька рябинин живет обычной подростковой жизнью — ищет приключений, пытается защититься от районных хулиганов, не хочет ходить в музыкалку, не знает, как общаться с девчонками и с кого из взрослых брать пример. с одной стороны — честная, но бедная семья с мамой-продавщицей и папой-доцентом, с другой — опасный мир афганского ветерана дяди алика. а тут еще и девочка женя, знакомство с которой запускает череду необратимых событий, которые навсегда изменят жизнь саньки, его семьи и друзей вовки и илюши. сбегая от хулиганов, санька угоняет машину местного криминального авторитета, и в один миг все меняется. а дальше - разборки со взрослыми кавказцами, ровесниками, между родителями на кухне, со своими пацанами и так далее. сможет ли он справиться со всеми проблемами, оказавшись в самом сердце событий? удастся ли ему спасти семью и понять, наконец, – кто он? понятно только одно – жизнь уже не будет такой как прежде. ни для самого саньки, ни для всей россии.","1993 год. 14-летний санька рябинин живет обычной подростковой жизнью — ищет приключений, пытается защититься от районных хулиганов, не хочет ходить в музыкалку, не знает, как общаться с девчонками и с кого из взрослых брать пример. с одной стороны — честная, но бедная семья с мамой-продавщицей и папой-доцентом, с другой — опасный мир афганского ветерана дяди алика."
Мир! Дружба! Жвачка!,"1993 год. 14-летний санька рябинин живет обычной подростковой жизнью — ищет приключений, пытается защититься от районных хулиганов, не хочет ходить в музыкалку, не знает, как общаться с девчонками и с кого из взрослых брать пример. с одной стороны — честная, но бедная семья с мамой-продавщицей и папой-доцентом, с другой — опасный мир афганского ветерана дяди алика. а тут еще и девочка женя, знакомство с которой запускает череду необратимых событий, которые навсегда изменят жизнь саньки, его семьи и друзей вовки и илюши. сбегая от хулиганов, санька угоняет машину местного криминального авторитета, и в один миг все меняется. а дальше - разборки со взрослыми кавказцами, ровесниками, между родителями на кухне, со своими пацанами и так далее. сможет ли он справиться со всеми проблемами, оказавшись в самом сердце событий? удастся ли ему спасти семью и понять, наконец, – кто он? понятно только одно – жизнь уже не будет такой как прежде. ни для самого саньки, ни для всей россии.","с одной стороны — честная, но бедная семья с мамой-продавщицей и папой-доцентом, с другой — опасный мир афганского ветерана дяди алика. а тут еще и девочка женя, знакомство с которой запускает череду необратимых событий, которые навсегда изменят жизнь саньки, его семьи и друзей вовки и илюши. сбегая от хулиганов, санька угоняет машину местного криминального авторитета, и в один миг все меняется."
Мир! Дружба! Жвачка!,"1993 год. 14-летний санька рябинин живет обычной подростковой жизнью — ищет приключений, пытается защититься от районных хулиганов, не хочет ходить в музыкалку, не знает, как общаться с девчонками и с кого из взрослых брать пример. с одной стороны — честная, но бедная семья с мамой-продавщицей и папой-доцентом, с другой — опасный мир афганского ветерана дяди алика. а тут еще и девочка женя, знакомство с которой запускает череду необратимых событий, которые навсегда изменят жизнь саньки, его семьи и друзей вовки и илюши. сбегая от хулиганов, санька угоняет машину местного криминального авторитета, и в один миг все меняется. а дальше - разборки со взрослыми кавказцами, ровесниками, между родителями на кухне, со своими пацанами и так далее. сможет ли он справиться со всеми проблемами, оказавшись в самом сердце событий? удастся ли ему спасти семью и понять, наконец, – кто он? понятно только одно – жизнь уже не будет такой как прежде. ни для самого саньки, ни для всей россии.","Мир! Дружба! Жвачка!: сбегая от хулиганов, санька угоняет машину местного криминального авторитета, и в один миг все меняется. а дальше - разборки со взрослыми кавказцами, ровесниками, между родителями на кухне, со своими пацанами и так далее. сможет ли он справиться со всеми проблемами, оказавшись в самом сердце событий? удастся ли ему спасти семью и понять, наконец, – кто он? понятно только одно – жизнь уже не будет такой как прежде. ни для самого саньки, ни для всей россии."
Крик тишины,"блокадный ленинград, февраль 1942 года. заканчивается самая страшная блокадная зима. зина воронова совсем отчаялась. еетрёхлетний сынмитя ослабел, акарточки нахлеб ужеотоварены надва днявперед. последняя надежда—эвакуация. нос маленькими детьми неберут. тогда женщина идет начудовищный шаг—эвакуируется, оставив сына одного впромерзшей квартире. вовремя налета мальчика спасает девочка-подросток катя. девочка выдает митю засвоего брата иобещает себе сделать все, чтобы митя выжил. несмотря нина что.","Крик тишины: блокадный ленинград, февраль 1942 года. заканчивается самая страшная блокадная зима. зина воронова совсем отчаялась. еетрёхлетний сынмитя ослабел, акарточки нахлеб ужеотоварены надва днявперед. последняя надежда—эвакуация. нос маленькими детьми неберут. тогда женщина идет начудовищный шаг—эвакуируется, оставив сына одного впромерзшей квартире. вовремя налета мальчика спасает девочка-подросток катя. девочка выдает митю засвоего брата иобещает себе сделать все, чтобы митя выжил. несмотря нина что."
Иностранец,"лондонский бизнесмен китайского происхождения цюань открывает ресторан вюжной части города ис гордостью наблюдает завзрослением дочери, которая превращается вкрасивую молодую женщину. нооднажды девушка погибает вовремя теракта, устроенного ira. видя, чтовласти неслишком рьяно разыскивают террористов, цюань решает самостоятельно найти иуничтожить преступников.","Иностранец: лондонский бизнесмен китайского происхождения цюань открывает ресторан вюжной части города ис гордостью наблюдает завзрослением дочери, которая превращается вкрасивую молодую женщину. нооднажды девушка погибает вовремя теракта, устроенного ira. видя, чтовласти неслишком рьяно разыскивают террористов, цюань решает самостоятельно найти иуничтожить преступников."
Очень плохие мамочки,"идеальная мать, прекрасная жена, хорошая домохозяйка с успешной карьерой… но стоит немного расслабиться, как тебе сразу напоминают о твоих обязанностях. почему только мужчины имеют право развлекаться? сколько же можно это терпеть?!  пора команде отчаянных мамочек пуститься во все тяжкие.","Очень плохие мамочки: идеальная мать, прекрасная жена, хорошая домохозяйка с успешной карьерой… но стоит немного расслабиться, как тебе сразу напоминают о твоих обязанностях. почему только мужчины имеют право развлекаться? сколько же можно это терпеть?!  пора команде отчаянных мамочек пуститься во все тяжкие."
Финник,"мало ктознает, нов каждом доме живет… свой домовой! этозабавное мохнатое существо тайно обитает вмире людей ихранит домашний очаг. домовой финник—добрый, озорной, нонемного вредный. онлюбит подшутить наджильцами своего дома, поэтому ниодна семья незадерживается вего владениях надолго. новсе меняется, когда вдом въезжают находчивая девочка кристина иее родители: наних уловки домового совсем недействуют! вскоре кристина знакомится сфинником иузнает тайны жизни домовых. темвременем, вих городке начинают происходить странные ипугающие события… отважной девочке идомовому придется стать командой, чтобы разобраться впроисходящем испасти город.","мало ктознает, нов каждом доме живет… свой домовой! этозабавное мохнатое существо тайно обитает вмире людей ихранит домашний очаг. домовой финник—добрый, озорной, нонемного вредный. онлюбит подшутить наджильцами своего дома, поэтому ниодна семья незадерживается вего владениях надолго. новсе меняется, когда вдом въезжают находчивая девочка кристина иее родители: наних уловки домового совсем недействуют! вскоре кристина знакомится сфинником иузнает тайны жизни домовых."
Финник,"мало ктознает, нов каждом доме живет… свой домовой! этозабавное мохнатое существо тайно обитает вмире людей ихранит домашний очаг. домовой финник—добрый, озорной, нонемного вредный. онлюбит подшутить наджильцами своего дома, поэтому ниодна семья незадерживается вего владениях надолго. новсе меняется, когда вдом въезжают находчивая девочка кристина иее родители: наних уловки домового совсем недействуют! вскоре кристина знакомится сфинником иузнает тайны жизни домовых. темвременем, вих городке начинают происходить странные ипугающие события… отважной девочке идомовому придется стать командой, чтобы разобраться впроисходящем испасти город.","Финник: новсе меняется, когда вдом въезжают находчивая девочка кристина иее родители: наних уловки домового совсем недействуют! вскоре кристина знакомится сфинником иузнает тайны жизни домовых. темвременем, вих городке начинают происходить странные ипугающие события… отважной девочке идомовому придется стать командой, чтобы разобраться впроисходящем испасти город."
Другая женщина,"любовная связь с женатым мужчиной – это, конечно, не лучший вариант, но вполне допустимый. гораздо хуже, если у него помимо тебя ещё несколько любовниц. будучи не в силах смириться с таким положением дел, обманутая женщина жаждет крови и вынашивает план мести. ради достижения своей цели она объединяется с женой изменника, и этот союз униженных и оскорблённых оказывается для казановы пострашнее атомной войны.","Другая женщина: любовная связь с женатым мужчиной – это, конечно, не лучший вариант, но вполне допустимый. гораздо хуже, если у него помимо тебя ещё несколько любовниц. будучи не в силах смириться с таким положением дел, обманутая женщина жаждет крови и вынашивает план мести. ради достижения своей цели она объединяется с женой изменника, и этот союз униженных и оскорблённых оказывается для казановы пострашнее атомной войны."
Секретные материалы,"агентам фбр дане скалли и фоксу малдеру поручают работу над проектом «секретные материалы». это архив нераскрытых дел, связанных с паранормальными явлениями. малдер верит в пришельцев и пытается убедить скептика скалли, что не всё поддаётся разумному объяснению. постепенно взаимное недоверие перерастает в дружбу и даже в более глубокое чувство.","Секретные материалы: агентам фбр дане скалли и фоксу малдеру поручают работу над проектом «секретные материалы». это архив нераскрытых дел, связанных с паранормальными явлениями. малдер верит в пришельцев и пытается убедить скептика скалли, что не всё поддаётся разумному объяснению. постепенно взаимное недоверие перерастает в дружбу и даже в более глубокое чувство."
Бегущий в лабиринте: Испытание огнём,"лабиринт пройден, но томасу, терезе, минхо и прочим глэйдерам не приходится расслабляться. таинственное руководство порока - секретной организации, устроившей гонки на выживание - назначает ребятам новые, смертельно опасные испытания. на сей раз их ждет переход по раскаленной пустыне и встреча с жертвами неизлечимой болезни, которые отличаются буйным нравом и непредсказуемым поведением.","Бегущий в лабиринте: Испытание огнём: лабиринт пройден, но томасу, терезе, минхо и прочим глэйдерам не приходится расслабляться. таинственное руководство порока - секретной организации, устроившей гонки на выживание - назначает ребятам новые, смертельно опасные испытания. на сей раз их ждет переход по раскаленной пустыне и встреча с жертвами неизлечимой болезни, которые отличаются буйным нравом и непредсказуемым поведением."
Хороший человек,"в тихий городок вознесенск приезжает молодая следователь из москвы евгения ключевская. начальство командировало ее сюда с сухой официальной формулировкой «проверить информацию сми о существовании серийного убийцы». в вознесенске москвичку встретят прохладно: как и в любом провинциальном городке, здесь еще с 90-х сложилась своя экосистема, где все друг с другом чем-то повязаны, и в шкафу у каждого припрятано по скелету. напарником жени становится следователь иван крутихин. ","Хороший человек: в тихий городок вознесенск приезжает молодая следователь из москвы евгения ключевская. начальство командировало ее сюда с сухой официальной формулировкой «проверить информацию сми о существовании серийного убийцы». в вознесенске москвичку встретят прохладно: как и в любом провинциальном городке, здесь еще с 90-х сложилась своя экосистема, где все друг с другом чем-то повязаны, и в шкафу у каждого припрятано по скелету. напарником жени становится следователь иван крутихин."
Бык,"90-е годы.  экономическая пропасть и криминальные драмы, разворачивающиеся буквально на каждом углу. молодой лидер преступной группировки антон быков по прозвищу «бык» вынужден зарабатывать любыми способами, чтобы обеспечить свою семью. после районной «стрелки» антон попадает в отделение милиции, откуда его вызволяет один из московских авторитетов. взамен он просит героя о маленькой, но опасной услуге.","Бык: 90-е годы. экономическая пропасть и криминальные драмы, разворачивающиеся буквально на каждом углу. молодой лидер преступной группировки антон быков по прозвищу «бык» вынужден зарабатывать любыми способами, чтобы обеспечить свою семью. после районной «стрелки» антон попадает в отделение милиции, откуда его вызволяет один из московских авторитетов. взамен он просит героя о маленькой, но опасной услуге."
Счастье,"уже несколько летчеловечество живёт вусловиях пандемии covid-19, когда внезапно некоторые начинают испытывать нестерпимую жажду, превращаться взомбиподобных существ ибросаться налюдей. содним иззаболевших сталкивается юнсэ-бом—боевая девушка изотдела поборьбе стерроризмом—и, получив отнего царапину, отправляется вкризисный центр поборьбе сновой заразой. обследование невыявляет унеё заражения, исэ-бом извлекает выгоду изсложившейся ситуации—заключив фиктивный брак случшим другом, принципиальным полицейским чони-хёном, получает квартиру вновом доме. но радость отприобретения жилья длится недолго. весь жилой комплекс обносят стеной изапирают накарантин, итеперь сэ-бом, и-хён, ихновые соседи ислучайно оказавшиеся вздании люди вынуждены уживаться вэкстремальных условиях. нарастают напряжение, взаимная неприязнь ипрезрение, и, кроме того, среди жителей имеются заражённые.","уже несколько летчеловечество живёт вусловиях пандемии covid-19, когда внезапно некоторые начинают испытывать нестерпимую жажду, превращаться взомбиподобных существ ибросаться налюдей. содним иззаболевших сталкивается юнсэ-бом—боевая девушка изотдела поборьбе стерроризмом—и, получив отнего царапину, отправляется вкризисный центр поборьбе сновой заразой."
